"id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","prediction_prob","prediction_class"
13465,"Morera","02/02/2011 13:27","Medio (4 - 8 mts)",84,"Grande",-68.8526726577,-32.8633918132,6,"Residencial Norte",2694682.37982,0,0.570378476521,1
13467,"Fresno europeo","03/02/2011 09:16","Bajo (2 - 4 mts)",70,"Grande",-68.8524628755,-32.8633796284,6,"Residencial Norte",2694682.37982,0,0.820325410924852,1
13477,"Fresno europeo","02/02/2011 08:46","Alto (> 8 mts)",90,"Grande",-68.8521288321,-32.8637163149,6,"Residencial Norte",2694682.37982,0,0.296672376571223,0
13484,"Acer","31/01/2011 13:13","Medio (4 - 8 mts)",140,"Grande",-68.8519920021,-32.8638600231,6,"Residencial Norte",2694682.37982,0,0.825710244243965,1
13486,"Morera","31/01/2011 13:05","Alto (> 8 mts)",220,"Grande",-68.8520014616,-32.8637694896,6,"Residencial Norte",2694682.37982,0,0.66540448111482,1
13499,"Fresno europeo","31/01/2011 12:30","Muy bajo (1 - 2 mts)",6,"Chico",-68.8515927933,-32.8633415784,6,"Residencial Norte",2694682.37982,0,0.955991567810997,1
13500,"Fresno europeo","31/01/2011 12:28","Alto (> 8 mts)",140,"Grande",-68.8515349711,-32.8633383692,6,"Residencial Norte",2694682.37982,0,0.846917573362589,1
13524,"Morera","01/02/2011 11:53","Alto (> 8 mts)",180,"Grande",-68.851923217,-32.8646730527,6,"Residencial Norte",2694682.37982,0,0.743788891006261,1
13530,"Morera","01/02/2011 12:28","Alto (> 8 mts)",160,"Grande",-68.8513006954,-32.8645416136,6,"Residencial Norte",2694682.37982,0,0.670257611200213,1
13533,"Morera","01/02/2011 12:37","Alto (> 8 mts)",140,"Grande",-68.8513154087,-32.8643507954,6,"Residencial Norte",2694682.37982,0,0.525654908968136,1
13534,"Morera","01/02/2011 12:43","Medio (4 - 8 mts)",90,"Grande",-68.8513235421,-32.8642665912,6,"Residencial Norte",2694682.37982,0,0.403737674234435,0
13537,"Morera","01/02/2011 12:53","Alto (> 8 mts)",220,"Grande",-68.8513416803,-32.8640682272,6,"Residencial Norte",2694682.37982,0,0.0520735532045364,0
13538,"Fresno europeo","01/02/2011 12:55","Muy bajo (1 - 2 mts)",6,"Chico",-68.851358064,-32.8639129016,6,"Residencial Norte",2694682.37982,0,0.468800520291552,0
13542,"Fresno europeo","28/01/2011 12:46","Muy bajo (1 - 2 mts)",5,"Chico",-68.8511820317,-32.8644682999,6,"Residencial Norte",2694682.37982,0,0.496025071945041,0
13552,"Morera","28/01/2011 12:17","Alto (> 8 mts)",130,"Grande",-68.8506311032,-32.864666432,6,"Residencial Norte",2694682.37982,0,0.124179758597165,0
13558,"Fresno europeo","28/01/2011 10:06","Muy bajo (1 - 2 mts)",6,"Chico",-68.8505510339,-32.8641080112,6,"Residencial Norte",2694682.37982,0,0.513025922933593,1
13559,"Fresno europeo","28/01/2011 09:59","Medio (4 - 8 mts)",180,"Grande",-68.8505614226,-32.8639440476,6,"Residencial Norte",2694682.37982,0,0.195272588869557,0
13567,"Fresno europeo","28/01/2011 09:19","Alto (> 8 mts)",150,"Grande",-68.850602899,-32.8634135278,6,"Residencial Norte",2694682.37982,0,0.153082166332752,0
13574,"Paraiso","01/03/2011 11:28","Alto (> 8 mts)",160,"Grande",-68.8512607443,-32.8652524879,6,"Residencial Norte",2694682.37982,0,0.301594005199149,0
13584,"Morera","28/02/2011 13:06","Alto (> 8 mts)",180,"Grande",-68.8518908525,-32.8649518853,6,"Residencial Norte",2694682.37982,0,0.738802811596543,1
13590,"Morera","28/02/2011 12:54","Alto (> 8 mts)",73,"Grande",-68.851858347,-32.8652871431,6,"Residencial Norte",2694682.37982,0,0.528530773473904,1
13592,"Paraiso","01/03/2011 11:41","Alto (> 8 mts)",110,"Grande",-68.8512433062,-32.8654580519,6,"Residencial Norte",2694682.37982,0,0.918845057487488,1
13595,"Paraiso","01/03/2011 12:59","Alto (> 8 mts)",150,"Grande",-68.8512315453,-32.8655966943,6,"Residencial Norte",2694682.37982,0,0.208635847549886,0
13615,"Morera","28/02/2011 11:54","Alto (> 8 mts)",128,"Grande",-68.8517856584,-32.8660861591,6,"Residencial Norte",2694682.37982,0,0.0626181790139526,0
13624,"Morera","28/02/2011 12:27","Medio (4 - 8 mts)",115,"Grande",-68.8518314165,-32.8655927688,6,"Residencial Norte",2694682.37982,0,0.361319954739884,0
13631,"Morera","25/02/2011 10:16","Alto (> 8 mts)",110,"Grande",-68.8519482814,-32.8660175145,6,"Residencial Norte",2694682.37982,0,0.500281751854345,1
13636,"Jacarand","25/02/2011 09:33","Alto (> 8 mts)",94,"Grande",-68.8519175339,-32.8663530069,6,"Residencial Norte",2694682.37982,1,0.0271197047550231,0
13640,"Morera","25/02/2011 09:12","Alto (> 8 mts)",200,"Grande",-68.8521960255,-32.866417179,6,"Residencial Norte",2694682.37982,1,0.213146085385233,0
13643,"Fresno europeo","25/02/2011 09:03","Alto (> 8 mts)",180,"Grande",-68.8524974629,-32.8664397408,6,"Residencial Norte",2694682.37982,0,0.248229460325092,0
13644,"Fresno europeo","23/02/2011 13:27","Alto (> 8 mts)",80,"Grande",-68.8526030701,-32.8663422947,6,"Residencial Norte",2694682.37982,0,0.385606824653223,0
13659,"Olmo comun","25/02/2011 13:28","Medio (4 - 8 mts)",40,"Mediano",-68.8520216831,-32.8652906501,6,"Residencial Norte",2694682.37982,0,0.631315766368061,1
13662,"Morera","25/02/2011 13:38","Alto (> 8 mts)",180,"Grande",-68.8520427495,-32.8650543804,6,"Residencial Norte",2694682.37982,0,0.540878737810999,1
13664,"Paraiso","25/02/2011 13:46","Alto (> 8 mts)",170,"Grande",-68.8520492636,-32.8649914245,6,"Residencial Norte",2694682.37982,0,0.115869514178485,0
13675,"Morera","23/02/2011 11:35","Alto (> 8 mts)",97,"Grande",-68.8527246445,-32.8650330962,6,"Residencial Norte",2694682.37982,0,0.633046157192439,1
13680,"Morera","23/02/2011 11:52","Alto (> 8 mts)",123,"Grande",-68.8527050473,-32.8652606484,6,"Residencial Norte",2694682.37982,0,0.775728630134836,1
13682,"Morera","23/02/2011 12:08","Alto (> 8 mts)",160,"Grande",-68.8526959765,-32.8653412997,6,"Residencial Norte",2694682.37982,0,0.167047969298437,0
13693,"Morera","18/02/2011 12:29","Medio (4 - 8 mts)",55,"Mediano",-68.8530094167,-32.8650281508,6,"Residencial Norte",2694682.37982,0,0.0635156442876905,0
13703,"Paraiso sombrilla","18/02/2011 14:19","Muy bajo (1 - 2 mts)",15,"Chico",-68.8531124806,-32.8655738281,6,"Residencial Norte",2694682.37982,0,0.635041532106698,1
13705,"Paraiso sombrilla","18/02/2011 14:15","Medio (4 - 8 mts)",57,"Mediano",-68.8533180113,-32.8655842205,6,"Residencial Norte",2694682.37982,0,0.04727144818753,0
13706,"Morera","18/02/2011 14:14","Medio (4 - 8 mts)",30,"Mediano",-68.8534242753,-32.8655896786,6,"Residencial Norte",2694682.37982,0,0.408372930949554,0
13715,"Caducifolio","31/01/2011 11:32","Muy bajo (1 - 2 mts)",4,"Chico",-68.8512690749,-32.8634831723,6,"Residencial Norte",2694682.37982,0,0.386509391013533,0
13717,"Paraiso","28/01/2011 13:40","Alto (> 8 mts)",124,"Grande",-68.851253068,-32.8636259403,6,"Residencial Norte",2694682.37982,0,0.125827505718917,0
13718,"Morera","28/01/2011 13:34","Alto (> 8 mts)",200,"Grande",-68.8512506349,-32.8636920506,6,"Residencial Norte",2694682.37982,0,0.638048271415755,1
13732,"Morera","28/01/2011 09:00","Alto (> 8 mts)",90,"Grande",-68.8498266033,-32.8632829625,6,"Residencial Norte",2694682.37982,0,0.915060459868982,1
13735,"Morera","28/01/2011 09:07","Alto (> 8 mts)",200,"Grande",-68.849832368,-32.8631481497,6,"Residencial Norte",2694682.37982,1,0.329543370753527,0
13747,"Morera","27/01/2011 10:10","Alto (> 8 mts)",144,"Grande",-68.8504822284,-32.8634225097,6,"Residencial Norte",2694682.37982,0,0.664934133877978,1
13749,"Fresno europeo","27/01/2011 10:21","Medio (4 - 8 mts)",90,"Grande",-68.8504663114,-32.8635446812,6,"Residencial Norte",2694682.37982,0,0.914010581094772,1
13757,"Fresno europeo","27/01/2011 13:26","Alto (> 8 mts)",160,"Grande",-68.849736547,-32.8643139368,6,"Residencial Norte",2694682.37982,0,0.521221842151135,1
13760,"Morera","27/01/2011 13:14","Alto (> 8 mts)",120,"Grande",-68.8498079954,-32.8645966779,6,"Residencial Norte",2694682.37982,0,0.396544132148847,0
13788,"Paraiso","26/01/2011 12:16","Medio (4 - 8 mts)",140,"Grande",-68.8496035937,-32.8645026605,6,"Residencial Norte",2694682.37982,0,0.862516744062304,1
13804,"Paraiso","26/01/2011 13:11","Alto (> 8 mts)",200,"Grande",-68.8492370408,-32.8639208062,6,"Residencial Norte",2694682.37982,0,0.215868287719786,0
13808,"Morera","26/01/2011 13:26","Medio (4 - 8 mts)",130,"Grande",-68.8492591405,-32.8637120642,6,"Residencial Norte",2694682.37982,0,0.233832963742316,0
13814,"Morera","26/01/2011 09:12","Bajo (2 - 4 mts)",18,"Chico",-68.8495360353,-32.863106129,6,"Residencial Norte",2694682.37982,0,0.601614074083045,1
13823,"Paraiso sombrilla","26/01/2011 10:01","Medio (4 - 8 mts)",70,"Grande",-68.8496591494,-32.8638162666,6,"Residencial Norte",2694682.37982,0,0.690292743733153,1
13830,"Morera","25/01/2011 09:53","Alto (> 8 mts)",130,"Grande",-68.849168959,-32.8632853327,6,"Residencial Norte",2694682.37982,0,0.455358328530565,0
13833,"Morera","25/01/2011 09:38","Alto (> 8 mts)",150,"Grande",-68.8491309194,-32.8630688349,6,"Residencial Norte",2694682.37982,0,0.59219787013717,1
13851,"Aguaribay","19/12/2011 07:59","Bajo (2 - 4 mts)",90,"Grande",-68.8760293937,-32.8689558994,8,"Aeroparque",2203364.73622,0,0.391350470250472,0
13869,"Acer","16/12/2011 12:39","Bajo (2 - 4 mts)",44,"Mediano",-68.8759603268,-32.8678481219,8,"Aeroparque",2203364.73622,0,0.409273841883987,0
13875,"Paraiso","16/12/2011 12:33","Bajo (2 - 4 mts)",76,"Grande",-68.8760540238,-32.8681789521,8,"Aeroparque",2203364.73622,0,0.136747543700039,0
13877,"Paraiso","16/12/2011 12:31","Bajo (2 - 4 mts)",90,"Grande",-68.8760697154,-32.8682472242,8,"Aeroparque",2203364.73622,0,0.192261112853885,0
13881,"Aguaribay","16/12/2011 12:27","Bajo (2 - 4 mts)",100,"Grande",-68.8761120301,-32.8684138326,8,"Aeroparque",2203364.73622,0,0.148784552933648,0
13882,"Aguaribay","16/12/2011 12:26","Muy bajo (1 - 2 mts)",20,"Chico",-68.8761273964,-32.8684641272,8,"Aeroparque",2203364.73622,0,0.871873025316745,1
13886,"Aguaribay","16/12/2011 12:22","Bajo (2 - 4 mts)",92,"Grande",-68.8762166169,-32.8687993729,8,"Aeroparque",2203364.73622,0,0.659651731606573,1
13888,"Fresno europeo","19/12/2011 12:22","Muy bajo (1 - 2 mts)",15,"Chico",-68.8755500595,-32.8664236932,8,"Aeroparque",2203364.73622,0,0.140232433564961,0
13897,"Aguaribay","19/12/2011 12:13","Bajo (2 - 4 mts)",70,"Grande",-68.8756544561,-32.8667913298,8,"Aeroparque",2203364.73622,0,0.866541764466092,1
13901,"Morera","19/12/2011 12:08","Bajo (2 - 4 mts)",20,"Chico",-68.8757112695,-32.8670221536,8,"Aeroparque",2203364.73622,0,0.598535180557519,1
13920,"Caducifolio","30/11/2011 12:15","Medio (4 - 8 mts)",45,"Mediano",-68.8756442519,-32.86609121,8,"Aeroparque",2203364.73622,0,0.458911984693259,0
13925,"Fresno europeo","30/11/2011 12:03","Muy bajo (1 - 2 mts)",15,"Chico",-68.8755672575,-32.8657861322,8,"Aeroparque",2203364.73622,0,0.888375374022871,1
13944,"Jacarand","29/11/2011 13:28","Medio (4 - 8 mts)",85,"Grande",-68.8764471337,-32.8656720471,8,"Aeroparque",2203364.73622,0,0.573449499672279,1
13946,"Paraiso sombrilla","29/11/2011 13:09","Medio (4 - 8 mts)",95,"Grande",-68.87634737,-32.8652874827,8,"Aeroparque",2203364.73622,0,0.380326463375241,0
13947,"Paraiso sombrilla","29/11/2011 13:04","Medio (4 - 8 mts)",130,"Grande",-68.8763300531,-32.8652165021,8,"Aeroparque",2203364.73622,0,0.703995718620718,1
13955,"Paraiso sombrilla","29/11/2011 12:13","Medio (4 - 8 mts)",90,"Grande",-68.8769003675,-32.8646700175,8,"Aeroparque",2203364.73622,0,0.361378551926464,0
13964,"Paraiso sombrilla","29/11/2011 12:30","Muy bajo (1 - 2 mts)",15,"Chico",-68.8779663584,-32.8647380606,8,"Aeroparque",2203364.73622,0,0.935014837654307,1
13970,"lamo criollo","29/11/2011 12:20","Alto (> 8 mts)",40,"Mediano",-68.8780174028,-32.8649532387,8,"Aeroparque",2203364.73622,0,0.117929687956348,0
13985,"Morera","29/11/2011 10:38","Medio (4 - 8 mts)",55,"Mediano",-68.8776114419,-32.8657154135,8,"Aeroparque",2203364.73622,0,0.910706464899704,1
13993,"Paraiso","29/11/2011 18:11","Medio (4 - 8 mts)",60,"Mediano",-68.8780368509,-32.8645406778,8,"Aeroparque",2203364.73622,0,0.345440017525107,0
13994,"Fresno americano","29/11/2011 18:00","Bajo (2 - 4 mts)",12,"Chico",-68.8780936209,-32.8647676494,8,"Aeroparque",2203364.73622,0,0.989296104293317,1
14003,"Paraiso sombrilla","29/11/2011 17:37","Bajo (2 - 4 mts)",100,"Grande",-68.8782152963,-32.8652235525,8,"Aeroparque",2203364.73622,0,0.272497723111883,0
14007,"Paraiso sombrilla","29/11/2011 17:31","Bajo (2 - 4 mts)",120,"Grande",-68.8782658019,-32.8654184148,8,"Aeroparque",2203364.73622,0,0.839245095616207,1
14012,"Caducifolio","29/11/2011 17:22","Muy bajo (1 - 2 mts)",6,"Chico",-68.8784874072,-32.8655513905,8,"Aeroparque",2203364.73622,0,0.396456128917634,0
14015,"Paraiso sombrilla","29/11/2011 17:15","Bajo (2 - 4 mts)",90,"Grande",-68.878643733,-32.8655193824,8,"Aeroparque",2203364.73622,0,0.912040377734229,1
14024,"Morera","29/11/2011 16:36","Bajo (2 - 4 mts)",70,"Grande",-68.8788530469,-32.8652671258,8,"Aeroparque",2203364.73622,0,0.139071981655434,0
14032,"Morera","29/11/2011 16:17","Muy bajo (1 - 2 mts)",7,"Chico",-68.8787582531,-32.8649117262,8,"Aeroparque",2203364.73622,0,0.554566458100453,1
14046,"Morera","05/12/2011 12:29","Medio (4 - 8 mts)",60,"Mediano",-68.8765171288,-32.8675226089,8,"Aeroparque",2203364.73622,0,0.241537309018895,0
14049,"Acer","05/12/2011 12:24","Medio (4 - 8 mts)",35,"Mediano",-68.8763403882,-32.867558247,8,"Aeroparque",2203364.73622,0,0.0207726089283824,0
14056,"Jacarand","05/12/2011 12:09","Medio (4 - 8 mts)",50,"Mediano",-68.8760657544,-32.867660498,8,"Aeroparque",2203364.73622,1,0.944407821400091,1
14058,"Morera","05/12/2011 12:06","Medio (4 - 8 mts)",78,"Grande",-68.8760825034,-32.8677183087,8,"Aeroparque",2203364.73622,0,0.476434801705182,0
14066,"Paraiso","02/12/2011 10:50","Bajo (2 - 4 mts)",25,"Mediano",-68.8761600989,-32.8680045548,8,"Aeroparque",2203364.73622,0,0.0376169979572296,0
14071,"Paraiso","02/12/2011 10:29","Medio (4 - 8 mts)",45,"Mediano",-68.8762300952,-32.8682621861,8,"Aeroparque",2203364.73622,0,0.371560729807243,0
14075,"Paraiso","02/12/2011 10:22","Medio (4 - 8 mts)",22,"Mediano",-68.8762751054,-32.8684391558,8,"Aeroparque",2203364.73622,0,0.250859617721289,0
14091,"Acer","02/12/2011 09:26","Medio (4 - 8 mts)",78,"Grande",-68.8765449038,-32.8688609477,8,"Aeroparque",2203364.73622,0,0.511374585330486,1
14092,"Morera","02/12/2011 09:06","Medio (4 - 8 mts)",40,"Mediano",-68.876593766,-32.8688510592,8,"Aeroparque",2203364.73622,0,0.772286028368399,1
14097,"Paraiso sombrilla","02/12/2011 08:49","Medio (4 - 8 mts)",80,"Grande",-68.8768095613,-32.8688141987,8,"Aeroparque",2203364.73622,0,0.758249059086666,1
14113,"Fresno europeo","02/12/2011 07:34","Muy bajo (1 - 2 mts)",18,"Chico",-68.877094888,-32.8685136035,8,"Aeroparque",2203364.73622,0,0.246449998114258,0
14118,"Acacia SP","01/12/2011 13:22","Medio (4 - 8 mts)",80,"Grande",-68.8761799063,-32.8672386762,8,"Aeroparque",2203364.73622,0,0.670432871673256,1
14132,"Paraiso","01/12/2011 12:57","Medio (4 - 8 mts)",95,"Grande",-68.8768893405,-32.8677645688,8,"Aeroparque",2203364.73622,0,0.766909904545173,1
14146,"Morera","01/12/2011 08:06","Alto (> 8 mts)",105,"Grande",-68.8759406212,-32.8672057401,8,"Aeroparque",2203364.73622,0,0.120858024572954,0
14154,"Paraiso sombrilla","30/11/2011 10:41","Medio (4 - 8 mts)",105,"Grande",-68.8764399724,-32.8674315057,8,"Aeroparque",2203364.73622,0,0.944185307947919,1
14161,"Acacia SP","30/11/2011 10:30","Alto (> 8 mts)",70,"Grande",-68.8767399649,-32.8671709105,8,"Aeroparque",2203364.73622,0,0.56008365447633,1
14162,"Paraiso","30/11/2011 10:29","Medio (4 - 8 mts)",73,"Grande",-68.8767284312,-32.8671390342,8,"Aeroparque",2203364.73622,0,0.0148773402906954,0
14165,"Acacia SP","30/11/2011 10:25","Medio (4 - 8 mts)",80,"Grande",-68.8766944596,-32.867020957,8,"Aeroparque",2203364.73622,0,0.708087825682014,1
14190,"Morera","30/11/2011 13:26","Muy bajo (1 - 2 mts)",16,"Chico",-68.8773481057,-32.8672580611,8,"Aeroparque",2203364.73622,0,0.543439764529467,1
14192,"Olmo comun","30/11/2011 13:23","Medio (4 - 8 mts)",115,"Grande",-68.8771742252,-32.86729054,8,"Aeroparque",2203364.73622,0,0.633577612461522,1
14208,"Paraiso sombrilla","30/11/2011 11:49","Medio (4 - 8 mts)",122,"Grande",-68.8767543809,-32.8667944462,8,"Aeroparque",2203364.73622,0,0.477319470606744,0
14217,"Morera","30/11/2011 11:32","Medio (4 - 8 mts)",120,"Grande",-68.8765965597,-32.8662130739,8,"Aeroparque",2203364.73622,0,0.769190853228793,1
14232,"Fresno americano","07/12/2011 16:25","Bajo (2 - 4 mts)",25,"Mediano",-68.877305358,-32.8659272312,8,"Aeroparque",2203364.73622,0,0.107541050529107,0
14239,"Acer","07/12/2011 10:12","Bajo (2 - 4 mts)",25,"Mediano",-68.8775446047,-32.8666918446,8,"Aeroparque",2203364.73622,0,0.139671197393909,0
14240,"Morera","07/12/2011 10:07","Bajo (2 - 4 mts)",22,"Mediano",-68.8775548402,-32.8667270541,8,"Aeroparque",2203364.73622,0,0.599472685484216,1
14243,"Morera","07/12/2011 09:51","Bajo (2 - 4 mts)",40,"Mediano",-68.8775814057,-32.86681832,8,"Aeroparque",2203364.73622,0,0.73832640866749,1
14244,"Morera","30/11/2011 14:31","Medio (4 - 8 mts)",70,"Grande",-68.8775896288,-32.8668538476,8,"Aeroparque",2203364.73622,0,0.187223219545558,0
14258,"Morera","07/12/2011 10:33","Alto (> 8 mts)",140,"Grande",-68.8777661098,-32.8674998261,8,"Aeroparque",2203364.73622,0,0.869126984849572,1
14267,"Acacia SP","07/12/2011 10:21","Alto (> 8 mts)",110,"Grande",-68.8778951119,-32.8680029718,8,"Aeroparque",2203364.73622,0,0.342368260025978,0
14288,"Jacarand","06/12/2011 10:26","Medio (4 - 8 mts)",80,"Grande",-68.8773420069,-32.868716383,8,"Aeroparque",2203364.73622,0,0.752071097260341,1
14291,"Fresno americano","06/12/2011 10:18","Alto (> 8 mts)",180,"Grande",-68.8772266562,-32.8685686263,8,"Aeroparque",2203364.73622,0,0.650750493863598,1
14320,"Acer","06/12/2011 08:23","Medio (4 - 8 mts)",70,"Grande",-68.8773707868,-32.8673613833,8,"Aeroparque",2203364.73622,0,0.732510388363153,1
14325,"Paraiso sombrilla","01/12/2011 12:33","Bajo (2 - 4 mts)",80,"Grande",-68.8783864555,-32.8670548182,8,"Aeroparque",2203364.73622,0,0.907314903568476,1
14331,"Acer","01/12/2011 12:44","Bajo (2 - 4 mts)",22,"Mediano",-68.8779954938,-32.8671293432,8,"Aeroparque",2203364.73622,0,0.893423672532663,1
14339,"Paraiso sombrilla","01/12/2011 12:53","Bajo (2 - 4 mts)",36,"Mediano",-68.8777263151,-32.8669368678,8,"Aeroparque",2203364.73622,0,0.324888018891215,0
14340,"Morera","01/12/2011 12:54","Medio (4 - 8 mts)",100,"Grande",-68.8777075667,-32.8668568763,8,"Aeroparque",2203364.73622,0,0.0668612320441753,0
14345,"Morera","01/12/2011 13:00","Medio (4 - 8 mts)",80,"Grande",-68.8776193866,-32.8665167752,8,"Aeroparque",2203364.73622,0,0.00367420259863138,0
14359,"Fresno europeo","01/12/2011 13:16","Bajo (2 - 4 mts)",32,"Mediano",-68.8778218303,-32.8658172979,8,"Aeroparque",2203364.73622,0,0.434462047182024,0
14364,"Acer","01/12/2011 13:20","Bajo (2 - 4 mts)",52,"Mediano",-68.878037796,-32.8657774643,8,"Aeroparque",2203364.73622,0,0.856567493639886,1
14366,"Morera","01/12/2011 13:24","Bajo (2 - 4 mts)",30,"Mediano",-68.8781189844,-32.8657634626,8,"Aeroparque",2203364.73622,0,0.15988412196748,0
14367,"Paraiso sombrilla","01/12/2011 13:25","Bajo (2 - 4 mts)",26,"Mediano",-68.8781570124,-32.8657587134,8,"Aeroparque",2203364.73622,0,0.947401809040457,1
14368,"Fresno europeo","30/11/2011 11:49","Bajo (2 - 4 mts)",40,"Mediano",-68.8782484506,-32.8658046816,8,"Aeroparque",2203364.73622,0,0.0614982366096228,0
14373,"Fresno europeo","30/11/2011 12:15","Bajo (2 - 4 mts)",40,"Mediano",-68.8783138982,-32.8660672469,8,"Aeroparque",2203364.73622,0,0.266299338778481,0
14378,"Paraiso sombrilla","01/12/2011 11:30","Bajo (2 - 4 mts)",66,"Grande",-68.8784150023,-32.8664222832,8,"Aeroparque",2203364.73622,0,0.285868889186531,0
14381,"Paraiso sombrilla","01/12/2011 11:34","Bajo (2 - 4 mts)",62,"Grande",-68.8784539315,-32.8665567079,8,"Aeroparque",2203364.73622,0,0.292653396492824,0
14388,"Fresno europeo","02/12/2011 10:25","Muy bajo (1 - 2 mts)",12,"Chico",-68.8781140149,-32.8672226399,8,"Aeroparque",2203364.73622,0,0.976830530678853,1
14397,"Fresno americano","02/12/2011 10:16","Muy bajo (1 - 2 mts)",15,"Chico",-68.8785457375,-32.8671417197,8,"Aeroparque",2203364.73622,0,0.517422058852389,1
14400,"Jacarand","02/12/2011 10:12","Bajo (2 - 4 mts)",26,"Mediano",-68.8786335402,-32.8672144211,8,"Aeroparque",2203364.73622,0,0.226055441657081,0
14402,"Jacarand","02/12/2011 10:09","Bajo (2 - 4 mts)",35,"Mediano",-68.878645814,-32.8672603861,8,"Aeroparque",2203364.73622,0,0.705778103554621,1
14406,"Prunas","02/12/2011 10:04","Bajo (2 - 4 mts)",40,"Mediano",-68.8786691922,-32.867360515,8,"Aeroparque",2203364.73622,0,0.392599594779313,0
14411,"Morera","02/12/2011 09:59","Medio (4 - 8 mts)",85,"Grande",-68.8787334347,-32.8676223981,8,"Aeroparque",2203364.73622,0,0.602676419308409,1
14417,"Conifera","02/12/2011 09:47","Bajo (2 - 4 mts)",25,"Mediano",-68.878913149,-32.8682471512,8,"Aeroparque",2203364.73622,0,0.81668071844615,1
14426,"Aguaribay","02/12/2011 09:33","Medio (4 - 8 mts)",86,"Grande",-68.8785937882,-32.8684784656,8,"Aeroparque",2203364.73622,0,0.536742407828569,1
14429,"Morera","02/12/2011 09:24","Medio (4 - 8 mts)",76,"Grande",-68.8781421747,-32.8684736577,8,"Aeroparque",2203364.73622,0,0.724611082812771,1
14450,"Acer","02/12/2011 08:44","Muy bajo (1 - 2 mts)",18,"Chico",-68.8778407669,-32.8673738663,8,"Aeroparque",2203364.73622,0,0.45520054269582,0
14451,"Paraiso sombrilla","02/12/2011 08:43","Bajo (2 - 4 mts)",60,"Mediano",-68.8778370317,-32.8673535277,8,"Aeroparque",2203364.73622,0,0.00889499136246741,0
14454,"Acer","02/12/2011 10:50","Bajo (2 - 4 mts)",62,"Grande",-68.8783875703,-32.8658803006,8,"Aeroparque",2203364.73622,0,0.601402341388166,1
14468,"Morera","02/12/2011 10:00","Muy bajo (1 - 2 mts)",8,"Chico",-68.8785451312,-32.8664624836,8,"Aeroparque",2203364.73622,0,0.607050718506798,1
14481,"Prunas","30/11/2011 18:30","Muy bajo (1 - 2 mts)",3,"Chico",-68.8788782184,-32.8669662466,8,"Aeroparque",2203364.73622,0,0.308801402337849,0
14498,"Paraiso","30/11/2011 17:51","Bajo (2 - 4 mts)",16,"Chico",-68.8791533858,-32.8664044066,8,"Aeroparque",2203364.73622,0,0.369004370877519,0
14510,"Fresno europeo","30/11/2011 16:57","Bajo (2 - 4 mts)",16,"Chico",-68.8790098275,-32.8658738544,8,"Aeroparque",2203364.73622,0,0.279901459580287,0
14544,"Morera","05/12/2011 12:46","Medio (4 - 8 mts)",50,"Mediano",-68.8794513031,-32.8675404786,8,"Aeroparque",2203364.73622,0,0.291769753443077,0
14554,"Aguaribay","15/12/2011 08:14","Bajo (2 - 4 mts)",18,"Chico",-68.8793422167,-32.8671316773,8,"Aeroparque",2203364.73622,0,0.837319902377203,1
14556,"Perenne","15/12/2011 08:11","Muy bajo (1 - 2 mts)",60,"Mediano",-68.8793217983,-32.8670522011,8,"Aeroparque",2203364.73622,0,0.131640244973823,0
14568,"Aguaribay","14/12/2011 11:08","Alto (> 8 mts)",185,"Grande",-68.8787497744,-32.8672347444,8,"Aeroparque",2203364.73622,0,0.0990652521140873,0
14571,"Aguaribay","14/12/2011 11:00","Alto (> 8 mts)",185,"Grande",-68.8787932727,-32.8673930846,8,"Aeroparque",2203364.73622,0,0.304236531723291,0
14589,"Aguaribay","14/12/2011 10:21","Medio (4 - 8 mts)",150,"Grande",-68.8790320399,-32.8682776254,8,"Aeroparque",2203364.73622,0,0.241954432800412,0
14593,"Paraiso","14/12/2011 10:13","Medio (4 - 8 mts)",68,"Grande",-68.8792623481,-32.8683447519,8,"Aeroparque",2203364.73622,0,0.583869571564719,1
14595,"Paraiso","14/12/2011 10:10","Medio (4 - 8 mts)",65,"Grande",-68.8793911984,-32.8683176215,8,"Aeroparque",2203364.73622,0,0.732466461136937,1
14597,"Morera","14/12/2011 10:06","Medio (4 - 8 mts)",25,"Mediano",-68.8794949914,-32.8683019518,8,"Aeroparque",2203364.73622,0,0.101270370418206,0
14598,"Morera","14/12/2011 10:05","Medio (4 - 8 mts)",40,"Mediano",-68.8795549117,-32.8682904624,8,"Aeroparque",2203364.73622,0,0.710016920696944,1
14601,"Aguaribay","14/12/2011 10:00","Alto (> 8 mts)",70,"Grande",-68.8802260243,-32.8664742853,8,"Aeroparque",2203364.73622,1,0.367562083760276,0
14608,"Paraiso","13/12/2011 12:44","Bajo (2 - 4 mts)",55,"Mediano",-68.8801969152,-32.8659667354,8,"Aeroparque",2203364.73622,0,0.427595297340304,0
14609,"Paraiso","13/12/2011 12:43","Bajo (2 - 4 mts)",50,"Mediano",-68.8802088613,-32.866016102,8,"Aeroparque",2203364.73622,0,0.356842897599563,0
14612,"Paraiso","13/12/2011 12:25","Medio (4 - 8 mts)",30,"Mediano",-68.8802528511,-32.8661799804,8,"Aeroparque",2203364.73622,0,0.498109197011217,0
